,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
36,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,30.73,0.31,68.76,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,1.73,2.08
37,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.56,1.03,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
38,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.46,1.16,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
39,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,64.25,63.61,64.73,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.34,1.34,2.68,1.34
40,Chemical synthesis using NDs,lab,MIC,sodium dodecyl sulfate,none,none,quasi-spherical,,107.868,1.78376517,strong,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,112.86,200.45,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.13,0.13,1.78,1.65
41,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,13.87,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.36,-0.36,2.64,3.0
42,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,63.94,0.64,111.42,31.17,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.01,0.01,1.01,1.0
43,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,1.9,0.3,3.1,11.57,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.42,-0.42,2.67,3.09
44,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.35,1.14,14.67,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.13,2.13,0.67,-1.46
45,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,28.8,28.51,29.06,30.43,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.03,0.03,1.42,1.39
46,Green synthesis using Curcuma longa,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.38,1.12,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.09,-0.09,2.23,2.31
